Order,Family,Genus,species,binom,Sexual.System,Karyotype,female2N,male2N,haploid.num,chromosome
Coleoptera,Tenebrionidae,Scotobius,miliaris,Scotobius miliaris,gonochorous,XY,14,14,7,mono
Coleoptera,Tenebrionidae,Scotobius,muricatus,Scotobius muricatus,gonochorous,XY,18,18,9,mono
Coleoptera,Tenebrionidae,Scotobius,tristis,Scotobius tristis,gonochorous,XY,18,18,9,mono
Coleoptera,Tenebrionidae,Sitophagus,holoeptoides,Sitophagus holoeptoides,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Sphaenariopsis,impolita,Sphaenariopsis impolita,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Sphaenariopsis,tristis,Sphaenariopsis tristis,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Spyrathus,sp.,Spyrathus sp.,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Stenosis,intricata,Stenosis intricata,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tenebrio,molitor,Tenebrio molitor,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tenebrio,molitor,Tenebrio molitor,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tenebrio,molitor,Tenebrio molitor,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tenebrio,obscurus,Tenebrio obscurus,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tenebrio,picipes,Tenebrio picipes,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tentyria,grossa,Tentyria grossa,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tentyria,laevis,Tentyria laevis,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tentyria,latreillei,Tentyria latreillei,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tentyria,mucronata,Tentyria mucronata,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tentyria,ophiusae,Tentyria ophiusae,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tentyria,rotunda,Tentyria rotunda,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tentyria,schaumi,Tentyria schaumi,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tentyria,subcosta,Tentyria subcosta,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Trachycelis,aphodiodes,Trachycelis aphodiodes,gonochorous,XY,22,22,11,mono
Coleoptera,Tenebrionidae,Tribolium,confusum,Tribolium confusum,gonochorous,XY,18,18,9,mono
Coleoptera,Tenebrionidae,Tribolium,destructor,Tribolium destructor,gonochorous,XY,18,18,9,mono
Coleoptera,Tenebrionidae,Tribolium,anaphe,Tribolium anaphe,gonochorous,,,18,9,mono
Coleoptera,Tenebrionidae,Tribolium,brevicornis,Tribolium brevicornis,gonochorous,,,18,9,mono
Coleoptera,Tenebrionidae,Tribolium,audax,Tribolium audax,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tribolium,castaneum,Tribolium castaneum,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tribolium,freemani,Tribolium freemani,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Tribolium,madens,Tribolium madens,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Uloma,impressicollis,Uloma impressicollis,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Upis,ceramboides,Upis ceramboides,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Uyttenboogaartia,punctipennis,Uyttenboogaartia punctipennis,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Zophobas,aff. confusus,Zophobas aff. confusus,gonochorous,XY,20,20,10,mono
Coleoptera,Tenebrionidae,Zophosis,bicarinata,Zophosis bicarinata,gonochorous,XY,20,20,10,mono
Coleoptera,Tetratomidae,Penthe,obliquata,Penthe obliquata,gonochorous,XY,16,16,8,mono
Coleoptera,Tetratomidae,Penthe,obliquata,Penthe obliquata,gonochorous,XY,16,16,8,mono
Coleoptera,Torridincolidae,Ytu,zeus ,Ytu zeus ,gonochorous,XY,20,20,10,mono
Coleoptera,Trachypachidae,Trachypachus,holmbergi ,Trachypachus holmbergi ,gonochorous,XO,38,37,19,mono
Coleoptera,Trachypachidae,Trachypachus,slevini ,Trachypachus slevini ,gonochorous,XO,38,37,19,mono
Coleoptera,Trogidae,Trox,borrei,Trox borrei,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,costatus,Trox costatus,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,foveicollis,Trox foveicollis,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,granulatus,Trox granulatus,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,monachus,Trox monachus,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,omacanthus,Trox omacanthus,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,oricensis,Trox oricensis,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,punctatus,Trox punctatus,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,scaber,Trox scaber,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,scutellaris,Trox scutellaris,gonochorous,XY,20,20,10,mono
Coleoptera,Trogidae,Trox,spinulosus dentibius    ,Trox spinulosus dentibius    ,gonochorous,XY,20,20,10,mono
Coleoptera,Trogossitidae,Lophoceters,pusillus,Lophoceters pusillus,gonochorous,XY,18,18,9,mono
Coleoptera,Trogossitidae,Tenebroides,mauritanicus,Tenebroides mauritanicus,gonochorous,XY,24,24,12,mono
Coleoptera,Zopheridae,Zopherus,haldemani,Zopherus haldemani,gonochorous,XY,16,16,8,mono
Collembola,Bourletiellidae,Bourletiella,arvalis,Bourletiella arvalis,gonochorous,XO,12,10,6,mono
Collembola,Bourletiellidae,Bourletiella,hortensis,Bourletiella hortensis,gonochorous,XO,12,10,6,mono
Collembola,Cyphoderidae,Cyphoderus,albinus,Cyphoderus albinus,,,12,,6,mono
Collembola,Cyphoderidae,Cyphoderus,albinus,Cyphoderus albinus,,,12,,6,mono
Collembola,Dicyrtomidae,Dicyrtomina,ornata,Dicyrtomina ornata,gonochorous,XO,12,10,6,mono
Collembola,Dicyrtomidae,Ptenothrix,italica,Ptenothrix italica,gonochorous,XO,14,12,7,mono
Collembola,Entomobryidae,Entomobrya,lanuginosa,Entomobrya lanuginosa,,,12,,6,mono
Collembola,Entomobryidae,Entomobrya,marginata,Entomobrya marginata,,,12,,6,mono
Collembola,Entomobryidae,Entomobrya,marginata,Entomobrya marginata,,,12,,6,mono
Collembola,Entomobryidae,Entomobrya,muscorum,Entomobrya muscorum,,,12,,6,mono
Collembola,Entomobryidae,Entomobrya,nivalis,Entomobrya nivalis,,,12,,6,mono
Collembola,Entomobryidae,Heteromurus,nitidus,Heteromurus nitidus,,,12,,6,mono
Collembola,Entomobryidae,Heteromurus ,nitidus,Heteromurus  nitidus,,,12,,6,mono
Collembola,Entomobryidae,Lepidocyrtus,paradoxus,Lepidocyrtus paradoxus,,,12,,6,mono
Collembola,Entomobryidae,Lepidocyrtus,paradoxus,Lepidocyrtus paradoxus,,,12,,6,mono
Collembola,Entomobryidae,Orchesella,bifasciata,Orchesella bifasciata,,,12,,6,mono
Collembola,Entomobryidae,Orchesella,cincta,Orchesella cincta,,,12,,6,mono
Collembola,Entomobryidae,Orchesella,cincta,Orchesella cincta,,,12,,6,mono
Collembola,Entomobryidae,Orchesella,flavescens,Orchesella flavescens,,,12,,6,mono
Collembola,Entomobryidae,Orchesella,flavescens,Orchesella flavescens,,,12,,6,mono
Collembola,Entomobryidae,Orchesella,villosa,Orchesella villosa,,,12,,6,mono
Collembola,Entomobryidae,Pseudosinella,sp.,Pseudosinella sp.,,,12,,6,mono
Collembola,Entomobryidae,Pseudosinella,sp.,Pseudosinella sp.,,,12,,6,mono
Collembola,Entomobryidae,Sinella,coeca,Sinella coeca,,,12,,6,mono
Collembola,Entomobryidae,Sinella,coeca,Sinella coeca,,,12,,6,mono
Collembola,Entomobryidae,Sinella,curviseta,Sinella curviseta,gonochorous,XO,12,11,6,mono
Collembola,Entomobryidae,Willowsia,buski,Willowsia buski,,,12,,6,mono
Collembola,Entomobryidae,Willowsia,buski,Willowsia buski,,,12,,6,mono
Collembola,Hypogastruridae,Ceratophysella,bengtssoni,Ceratophysella bengtssoni,gonochorous,XO,14,13,7,mono
Collembola,Hypogastruridae,Ceratophysella,denticulata,Ceratophysella denticulata,gonochorous,XO,14,13,7,mono
Collembola,Hypogastruridae,Ceratophysella ,bengtssoni,Ceratophysella  bengtssoni,,,14,,7,mono
Collembola,Hypogastruridae,Ceratophysella ,denticulata,Ceratophysella  denticulata,,,14,,7,mono
Collembola,Hypogastruridae,Hypogastrura,adexilis,Hypogastrura adexilis,gonochorous,XO,14,13,7,mono
Collembola,Hypogastruridae,Hypogastrura,manubrialis,Hypogastrura manubrialis,,,14,,7,mono
Collembola,Hypogastruridae,Hypogastrura,viatica,Hypogastrura viatica,,,14,,7,mono
Collembola,Hypogastruridae,Mesogastrura,ojcoviensis,Mesogastrura ojcoviensis,,,14,,7,mono
Collembola,Hypogastruridae,Mesogastrura,ojcoviensis,Mesogastrura ojcoviensis,,,14,,7,mono
Collembola,Hypogastruridae,Xenylla,grisea,Xenylla grisea,,,14,,7,mono
Collembola,Hypogastruridae,Xenylla,grisea,Xenylla grisea,,,14,,7,mono
Collembola,Hypogastruridae,Xenylla,planipila,Xenylla planipila,gonochorous,XO,14,13,7,mono
Collembola,Hypogastruridae,Xenylla,planipila,Xenylla planipila,,,14,,7,mono
Collembola,Isotomidae,Folsomia,multiseta,Folsomia multiseta,,,14,,7,mono
Collembola,Isotomidae,Isotoma,cinerea,Isotoma cinerea,gonochorous,XO,14,13,7,mono
Collembola,Isotomidae,Isotoma,notabilis,Isotoma notabilis,,,14,,7,mono
Collembola,Isotomidae,Isotoma ,cinerea,Isotoma  cinerea,,,14,,7,mono
Collembola,Isotomidae,Isotoma ,viridis,Isotoma  viridis,gonochorous,XO,14,13,7,mono
Collembola,Isotomidae,Isotomiella ,minor,Isotomiella  minor,,,12,,6,mono
Collembola,Isotomidae,lsotomiella,minor,lsotomiella minor,gonochorous,XO,12,11,6,mono
Collembola,Isotomidae,Proisotoma,crassicauda,Proisotoma crassicauda,,,14,,7,mono
Collembola,Isotomidae,Proisotoma,minuta,Proisotoma minuta,,,14,,7,mono
Collembola,Isotomidae,Proisotoma,minuta,Proisotoma minuta,,,14,,7,mono
Collembola,Isotomidae,Proisotoma,subminuta,Proisotoma subminuta,,,14,,7,mono
Collembola,Neanuridae,Anurida,maritima,Anurida maritima,,,8,,4,mono
Collembola,Neanuridae,Bilobella,grassei,Bilobella grassei,,,12,,6,mono
Collembola,Neanuridae,Bilobella,aurantiaca,Bilobella aurantiaca,,,14,,7,mono
Collembola,Neanuridae,Neanura,monticola,Neanura monticola,,,14,,7,mono
Collembola,Onychiuridae,Onychiurus,armatus,Onychiurus armatus,,,14,,7,mono
Collembola,Onychiuridae,Onychiurus,furcifer,Onychiurus furcifer,,,14,,7,mono
Collembola,Onychiuridae,Onychiurus,paradoxus,Onychiurus paradoxus,,,14,,7,mono
Collembola,Onychiuridae,Onychiurus,pseudogranulosus,Onychiurus pseudogranulosus,,,14,,7,mono
Collembola,Onychiuridae,Onychiurus,sibiricus,Onychiurus sibiricus,,,14,,7,mono
Collembola,Onychiuridae,Onychiurus,fimatus,Onychiurus fimatus,,,16,,8,mono
Collembola,Onychiuridae,Onychiurus,scotarius,Onychiurus scotarius,,,16,,8,mono
Collembola,Onychiuridae,Onychiurus ,armatus,Onychiurus  armatus,gonochorous,XO,14,13,7,mono
Collembola,Onychiuridae,Onychiurus ,furcifer,Onychiurus  furcifer,,,14,,7,mono
Collembola,Onychiuridae,Onychiurus ,pseudogranulosus,Onychiurus  pseudogranulosus,,,14,,7,mono
Collembola,Onychiuridae,Onychiurus ,fimatus,Onychiurus  fimatus,,,16,,8,mono
Collembola,Onychiuridae,Onychiurus ,scotarius,Onychiurus  scotarius,,,16,,8,mono
Collembola,Poduridae,Podura,aquatica,Podura aquatica,,,8,,4,mono
Collembola,Poduridae,Podura,aquatica,Podura aquatica,,,22,,11,mono
Collembola,Sminthuridae,Allacma,fusca,Allacma fusca,gonochorous,XO,12,10,6,mono
Collembola,Sminthuridae,Caprainea,marginata,Caprainea marginata,gonochorous,XO,12,10,6,mono
Collembola,Sminthuridae,Sminthurus,viridis,Sminthurus viridis,gonochorous,XO,12,10,6,mono
Collembola,Tomoceridae,Tomocerus,flavescens,Tomocerus flavescens,,,12,,6,mono
Collembola,Tomoceridae,Tomocerus,minor,Tomocerus minor,gonochorous,XO,12,11,6,mono
Collembola,Tomoceridae,Tomocerus,minutus ,Tomocerus minutus ,,,12,,6,mono
Dermaptera,Arixenidae,Arixenia,esau,Arixenia esau,,XY,60,60,30,holo
Dermaptera,Forficulidae,Anechura,bipunctata,Anechura bipunctata,,XY,24,24,12,holo
Dermaptera,Forficulidae,Apterygida,albipennis,Apterygida albipennis,,XY,24,24,12,holo
Dermaptera,Forficulidae,Forficula,smyrnensis,Forficula smyrnensis,,complex XY,22,21,11,holo
Dermaptera,Forficulidae,Forficula,auricularia,Forficula auricularia,,complex XY,24,24,12,holo
Dermaptera,Forficulidae,Forficula,auricularia,Forficula auricularia,,complex XY,24,24,12,holo
Dermaptera,Forficulidae,Forficula,auricularia,Forficula auricularia,,complex XY,24,25,12,holo
Dermaptera,Forficulidae,Forficula,scudderi,Forficula scudderi,,XY,24,24,12,holo
Dermaptera,Forficulidae,Forficula ,auricularia ,Forficula  auricularia ,,XY,24,24,12,holo
Dermaptera,Forficulidae,Forficula ,auricularia ,Forficula  auricularia ,,XY,24,24,12,holo
Dermaptera,Forficulidae,Forficula ,auricularia ,Forficula  auricularia ,,,24,,12,holo
Dermaptera,Forficulidae,Forficula ,scudderi,Forficula  scudderi,,XY,24,24,12,holo
Dermaptera,Forficulidae,Forficula ,auricularia ,Forficula  auricularia ,,complex XY,26,25,13,holo
Dermaptera,Forficulidae,Forficula ,auricularia ,Forficula  auricularia ,,complex XY,26,,13,holo
Dermaptera,Forficulidae,Forficula ,sp,Forficula  sp,,complex XY,28,27,14,holo
Dermaptera,Forficulidae,Pseudochelidura,sinuata,Pseudochelidura sinuata,,complex XY,26,25,13,holo
Dermaptera,Hemimeridae,Hemimerus,bouvieri,Hemimerus bouvieri,,complex XY,8,7,4,holo
Dermaptera,Labiduridae,Anisolabis,annuipes,Anisolabis annuipes,,complex XY,26,25,13,holo
Dermaptera,Labiduridae,Anisolabis,marginalis,Anisolabis marginalis,,complex XY,26,25,13,holo
Dermaptera,Labiduridae,Anisolabis,maritima,Anisolabis maritima,,complex XY,26,25,13,holo
Dermaptera,Labiduridae,Anisolabis,sp,Anisolabis sp,,complex XY,44,42,22,holo
Dermaptera,Labiduridae,Euborellia,annulipes,Euborellia annulipes,,complex XY,26,25,13,holo
Dermaptera,Labiduridae,Euborellia,moesta,Euborellia moesta,,complex XY,26,25,13,holo
Dermaptera,Labiduridae,Euborellia,stali,Euborellia stali,,complex XY,26,25,13,holo
Dermaptera,Labiduridae,Gonolabis,brunneri,Gonolabis brunneri,,XY,24,24,12,holo
Dermaptera,Labiduridae,Labidura,truncata,Labidura truncata,,XY,10,10,5,holo
Dermaptera,Labiduridae,Labidura,bidens,Labidura bidens,,XY,12,12,6,holo
Dermaptera,Labiduridae,Labidura,riparia,Labidura riparia,,XY,14,14,7,holo
Dermaptera,Labiduridae,Labidura ,truncata,Labidura  truncata,,XY,10,10,5,holo
Dermaptera,Labiduridae,Labidura ,riparia ,Labidura  riparia ,,XY,12,12,6,holo
Dermaptera,Labiduridae,Labidura ,riparia ,Labidura  riparia ,,XY,12,12,6,holo
Dermaptera,Labiduridae,Labidura ,bengalensis,Labidura  bengalensis,,XY,14,14,7,holo
Dermaptera,Labiduridae,Nala,lividipes,Nala lividipes,,XY,34,34,17,holo
Dermaptera,Labiduridae,Nala,lividipes,Nala lividipes,,complex XY,38,37,19,holo
Dermaptera,Labiduridae,Nala,lividipes,Nala lividipes,,XY,40,40,20,holo
Dermaptera,Labiduridae,Notolabis,occidentalis,Notolabis occidentalis,,XY,24,24,12,holo
Dermaptera,Labiduridae,Parisopsalis,spryi,Parisopsalis spryi,,complex XY,34,32,17,holo
Dermaptera,Labiidae,Chaetospania,sp.1,Chaetospania sp.1,,complex XY,22,21,11,holo
Dermaptera,Labiidae,Chaetospania,sp.2,Chaetospania sp.2,,complex XY,22,21,11,holo
Dermaptera,Labiidae,Chaetospania,brunner,Chaetospania brunner,,complex XY,34,31,17,holo
Dermaptera,Labiidae,Labia,minor,Labia minor,,XY,14,14,7,holo
Dermaptera,Labiidae,Labia,sp.,Labia sp.,,XY,18,18,9,holo
Dermaptera,Labiidae,Nesogaster,erichsoni,Nesogaster erichsoni,,complex XY,22,21,11,holo
Dermaptera,Labiidae,Nesogaster,halli,Nesogaster halli,,XO,22,19,11,holo
Dermaptera,Labiidae,Prolabia,arachidis,Prolabia arachidis,,complex XY,40,38,20,holo
Dermaptera,Labiidae,unknown,Sp.,unknown Sp.,,complex XY,38,37,19,holo
Dermaptera,Pygicranidae,Dacnodes,shortridgei,Dacnodes shortridgei,,XO,12,11,6,holo
Dermaptera,Pygicranidae,Diplatys ,gladiator ,Diplatys  gladiator ,,XY,18,18,9,holo
Dermaptera,Pygicranidae,unknown,sp.,unknown sp.,,XY,20,20,10,holo
Diptera,Agromyzidae,Amauromyza,flavifrons,Amauromyza flavifrons,,XY,6,6,3,mono
Diptera,Agromyzidae,Amauromyza,verbasci,Amauromyza verbasci,,XY,6,6,3,mono
Diptera,Agromyzidae,Cerodontha,angulata,Cerodontha angulata,,XY,6,6,3,mono
Diptera,Agromyzidae,Cerodontha,eucaricis,Cerodontha eucaricis,,XY,12,12,6,mono
Diptera,Agromyzidae,Cerodontha,ireos,Cerodontha ireos,,XY,12,12,6,mono
Diptera,Agromyzidae,Cerodontha,pseuderrans,Cerodontha pseuderrans,,XY,12,12,6,mono
Diptera,Agromyzidae,Cerodontha,scirpi,Cerodontha scirpi,,XY,12,12,6,mono
Diptera,Agromyzidae,Cerodontha,spinata,Cerodontha spinata,,XY,12,12,6,mono
Diptera,Agromyzidae,Cerodontha,vignae,Cerodontha vignae,,XY,12,12,6,mono
Diptera,Agromyzidae,Phytomyza,abdominalis,Phytomyza abdominalis,,,10,10,5,mono
Diptera,Agromyzidae,Phytomyza,crassiseta,Phytomyza crassiseta,,XY,12,12,6,mono
Diptera,Agromyzidae,Phytomyza,ilicis,Phytomyza ilicis,,XY,12,12,6,mono
Diptera,Agromyzidae,Phytomyza,primulae,Phytomyza primulae,,XY,12,12,6,mono
Diptera,Anisopodidae,Mycetobia,pallipes,Mycetobia pallipes,,XY,6,6,3,mono
Diptera,Anthomyiidae,Achaetella ,varipes,Achaetella  varipes,,XY,12,12,6,mono
Diptera,Anthomyiidae,Cordilura,ciliata,Cordilura ciliata,,XY,12,12,6,mono
Diptera,Anthomyiidae,Cordilura,ontario,Cordilura ontario,,XY,12,12,6,mono
Diptera,Anthomyiidae,Fucellia,merina,Fucellia merina,,XY,12,12,6,mono
Diptera,Anthomyiidae,Fucellia ,marina,Fucellia  marina,,XY,12,12,6,mono
Diptera,Anthomyiidae,Homalomya,sp,Homalomya sp,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hydrophoria,conica,Hydrophoria conica,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,antiqua,Hylemya antiqua,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,antiqua,Hylemya antiqua,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,brassicae,Hylemya brassicae,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,brassicae,Hylemya brassicae,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,cana,Hylemya cana,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,cana,Hylemya cana,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,cilicrura,Hylemya cilicrura,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,cilicrura,Hylemya cilicrura,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,crucifera,Hylemya crucifera,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,crucifera,Hylemya crucifera,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,echinata,Hylemya echinata,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,floralis,Hylemya floralis,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,floralis,Hylemya floralis,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,florilegea,Hylemya florilegea,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,planipalpus,Hylemya planipalpus,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,planipalpus,Hylemya planipalpus,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,trichodactula,Hylemya trichodactula,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,trichodactyla,Hylemya trichodactyla,,XY,12,12,6,mono
Diptera,Anthomyiidae,Hylemya,fugax,Hylemya fugax,,complex XY,14,13,7,mono
Diptera,Anthomyiidae,Hylemya,fugax,Hylemya fugax,,complex XY,14,13,7,mono
Diptera,Anthomyiidae,Ophyra,leucostoma,Ophyra leucostoma,,XY,12,12,6,mono
Diptera,Anthomyiidae,Orthochaeta,hirtipes,Orthochaeta hirtipes,,XY,12,12,6,mono
Diptera,Anthomyiidae,Pegomya,betae,Pegomya betae,,XY,12,12,6,mono
Diptera,Anthomyiidae,Pegomya,bicolor,Pegomya bicolor,,XY,12,12,6,mono
Diptera,Anthomyiidae,Pegomya,geniculata,Pegomya geniculata,,XY,12,12,6,mono
Diptera,Anthomyiidae,Pegomyia,geniculata,Pegomyia geniculata,,XY,12,12,6,mono
Diptera,Anthomyiidae,Phorbia,brassica,Phorbia brassica,,XY,12,12,6,mono
Diptera,Anthomyiidae,Phorbia,brassica,Phorbia brassica,,XY,12,12,6,mono
Diptera,Anthomyiidae,Scatophaga,pallida,Scatophaga pallida,,XY,12,12,6,mono
Diptera,Anthomyiidae,Scatophaga,stercoraria,Scatophaga stercoraria,,XY,12,12,6,mono
Diptera,Asilidae,Asilus,sericeus,Asilus sericeus,,XY|homomorphic,10,10,5,mono
Diptera,Asilidae,Asilus,lecythus,Asilus lecythus,,XY,14,14,7,mono
Diptera,Asilidae,Asilus,notatus,Asilus notatus,,XY,14,14,7,mono
Diptera,Asilidae,Dasyllis,grossa,Dasyllis grossa,,XO,10,9,5,mono
Diptera,Asilidae,Dasyllis,thoracica,Dasyllis thoracica,,XY,10,10,5,mono
Diptera,Asilidae,Deromyia,winthemi,Deromyia winthemi,,XY,12,12,6,mono
Diptera,Asilidae,Erax,rufibarbis,Erax rufibarbis,,XY,10,10,5,mono
Diptera,Asilidae,Leptogaster,badius,Leptogaster badius,,XY,10,10,5,mono
Diptera,Asilidae,Septogaster ,badius,Septogaster  badius,,XY,10,10,5,mono
Diptera,Bibionidae,Bibio,bortulanus,Bibio bortulanus,,,10,10,5,mono
Diptera,Bibionidae,Bibio,hortulanus,Bibio hortulanus,,homomorphic,10,10,5,mono
Diptera,Bibionidae,Penthetria,holosericea,Penthetria holosericea,,XY,10,10,5,mono
Diptera,Bombyliidae,Acrophthalrnyda,paulseni,Acrophthalrnyda paulseni,,homomorphic,12,12,6,mono
Diptera,Bombyliidae,Anthrax,yamashiroensis,Anthrax yamashiroensis,,XY,10,10,5,mono
Diptera,Bombyliidae,Anthrax,cordillerensis,Anthrax cordillerensis,,XY,12,12,6,mono
Diptera,Bombyliidae,Anthrax,lateralis,Anthrax lateralis,,homomorphic,12,12,6,mono
Diptera,Bombyliidae,Anthrax,tigrinus,Anthrax tigrinus,,,12,12,6,mono
Diptera,Bombyliidae,Anthrax,mystaceus,Anthrax mystaceus,,,14,14,7,mono
Diptera,Bombyliidae,Anthrax,anthrax,Anthrax anthrax,,,16,16,8,mono
Diptera,Bombyliidae,Anthrax,oedipus,Anthrax oedipus,,XY,18,18,9,mono
Diptera,Bombyliidae,Anthrax,sinuosa,Anthrax sinuosa,,XY,18,18,9,mono
Diptera,Bombyliidae,Bombylius,fulvescens,Bombylius fulvescens,,,12,12,6,mono
Diptera,Bombyliidae,Bombylius,pygmaeus,Bombylius pygmaeus,,XY,12,12,6,mono
Diptera,Bombyliidae,Exoprosopa,sp.,Exoprosopa sp.,,XY,14,14,7,mono
Diptera,Bombyliidae,Exoprosopa,atrinasis,Exoprosopa atrinasis,,XY,18,18,9,mono
Diptera,Bombyliidae,Ligyra,cerberus,Ligyra cerberus,,XY,18,18,9,mono
Diptera,Bombyliidae,Ligyra,proserpina,Ligyra proserpina,,XY,18,18,9,mono
Diptera,Bombyliidae,Neodiplocampta,roederi,Neodiplocampta roederi,,XY,18,18,9,mono
Diptera,Bombyliidae,Spogostylum,simson,Spogostylum simson,,,12,12,6,mono
Diptera,Bombyliidae,Systoechus,vulgaris,Systoechus vulgaris,,XY,14,14,7,mono
Diptera,Bombyliidae,Thyridanthrax,abrupta,Thyridanthrax abrupta,,,16,16,8,mono
Diptera,Bombyliidae,Thyridanthrax,niveifrons,Thyridanthrax niveifrons,,XY,18,18,9,mono
Diptera,Bombyliidae,Thyridanthrax,sp.,Thyridanthrax sp.,,XY,18,18,9,mono
Diptera,Bombyliidae,Thyridanthrax,sp.,Thyridanthrax sp.,,XY,18,18,9,mono
Diptera,Bombyliidae,Toxophora,javana,Toxophora javana,,XY,8,8,4,mono
Diptera,Bombyliidae,Usia,florea,Usia florea,,XY,10,10,5,mono
Diptera,Bombyliidae,Villa,scylla,Villa scylla,,XY,10,10,5,mono
Diptera,Bombyliidae,Villa,lateralis,Villa lateralis,,XY,12,12,6,mono
Diptera,Bombyliidae,Villa,sp.nr.blanchardiana,Villa sp.nr.blanchardiana,,XY,12,12,6,mono
Diptera,Bombyliidae,Villa,spB,Villa spB,,XY,12,12,6,mono
Diptera,Bombyliidae,Villa,gorgon,Villa gorgon,,XY,14,14,7,mono
Diptera,Bombyliidae,Villa,sp.1,Villa sp.1,,XY,14,14,7,mono
Diptera,Bombyliidae,Villa,sp.1,Villa sp.1,,XY,14,14,7,mono
Diptera,Bombyliidae,Villa,sp.2,Villa sp.2,,,14,14,7,mono
Diptera,Bombyliidae,Villa,sp.2,Villa sp.2,,,14,14,7,mono
Diptera,Bombyliidae,Villa,sp.lateralis grp.,Villa sp.lateralis grp.,,XY,14,14,7,mono
Diptera,Bombyliidae,Villa,spC,Villa spC,,XY,14,14,7,mono
Diptera,Bombyliidae,Villa,cingulum,Villa cingulum,,,16,16,8,mono
Diptera,Bombyliidae,Villa,gayi,Villa gayi,,XY,18,18,9,mono
Diptera,Bombyliidae,Villa,morio,Villa morio,,XY,18,18,9,mono
Diptera,Bombyliidae,Villa,sinuosa,Villa sinuosa,,XY,18,18,9,mono
Diptera,Bombyliidae,Villa,sp,Villa sp,,XY,18,18,9,mono
Diptera,Bombyliidae,Villa,sp,Villa sp,,XY,18,18,9,mono
Diptera,Bombyliidae,Villa,sp.3,Villa sp.3,,,18,18,9,mono
Diptera,Bombyliidae,Villa,sp.3,Villa sp.3,,,18,18,9,mono
Diptera,Bombyliidae,Villa,velutina,Villa velutina,,XY,18,18,9,mono
