Order,Family,Genus,species,binom,Sexual.System,Karyotype,female2N,male2N,haploid.num,chromosome
Coleoptera,Buprestidae,Themognatha,alternata ,Themognatha alternata ,gonochorous,XY,20,20,10,mono
Coleoptera,Buprestidae,Themognatha,nickerli ,Themognatha nickerli ,gonochorous,XY,20,20,10,mono
Coleoptera,Buprestidae,Themognatha,barbiventris ,Themognatha barbiventris ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,bonvouloiri ,Themognatha bonvouloiri ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,chalcodera ,Themognatha chalcodera ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,chevrolati ,Themognatha chevrolati ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,donovani ,Themognatha donovani ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,heros ,Themognatha heros ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,mitchelli ,Themognatha mitchelli ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,mniszechi ,Themognatha mniszechi ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,parvicollis ,Themognatha parvicollis ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,pubicollis ,Themognatha pubicollis ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,regia ,Themognatha regia ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,tricolorata ,Themognatha tricolorata ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,variabilis ,Themognatha variabilis ,gonochorous,XY,22,22,11,mono
Coleoptera,Buprestidae,Themognatha,viridicincta ,Themognatha viridicincta ,gonochorous,XY,22,22,11,mono
Coleoptera,Byrrhidae,Byrrhus,sp. ,Byrrhus sp. ,gonochorous,XY,18,18,9,mono
Coleoptera,Byrrhidae,Cytilus,alternatus ,Cytilus alternatus ,gonochorous,XY,18,18,9,mono
Coleoptera,Cantharidae,Cantharis,cryptica ,Cantharis cryptica ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Cantharis,fusca ,Cantharis fusca ,gonochorous,,14,,7,mono
Coleoptera,Cantharidae,Cantharis,lateralis ,Cantharis lateralis ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Cantharis,livida ,Cantharis livida ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Cantharis,nigra ,Cantharis nigra ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Cantharis,nigricans ,Cantharis nigricans ,gonochorous,,14,,7,mono
Coleoptera,Cantharidae,Cantharis,pallida ,Cantharis pallida ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Cantharis,pellucida ,Cantharis pellucida ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Cantharis,rufa ,Cantharis rufa ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Cantharis,rustica ,Cantharis rustica ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Cantharis,thoracica ,Cantharis thoracica ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Cantharis,fusca ,Cantharis fusca ,gonochorous,XY,20,20,10,mono
Coleoptera,Cantharidae,Cantharis,sp. ,Cantharis sp. ,gonochorous,XY,20,20,10,mono
Coleoptera,Cantharidae,Cantharis,tenuicollis ,Cantharis tenuicollis ,gonochorous,XY,20,20,10,mono
Coleoptera,Cantharidae,Chauliognathus,expansus ,Chauliognathus expansus ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Chauliognathus,fallax ,Chauliognathus fallax ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Chauliognathus,flavipes ,Chauliognathus flavipes ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Chauliognathus,lineatus ,Chauliognathus lineatus ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Chauliognathus,octomaculatus ,Chauliognathus octomaculatus ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Chauliognathus,riograndensis ,Chauliognathus riograndensis ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Chauliognathus,sp. 1 ,Chauliognathus sp. 1 ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Chauliognathus,tetrapunctatus ,Chauliognathus tetrapunctatus ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Malthinus,seriepunctatus ,Malthinus seriepunctatus ,gonochorous,,12,,6,mono
Coleoptera,Cantharidae,Malthodes,dispar ,Malthodes dispar ,gonochorous,XO,12,11,6,mono
Coleoptera,Cantharidae,Malthodes,minimus ,Malthodes minimus ,gonochorous,,12,,6,mono
Coleoptera,Cantharidae,Rhagonycha,fulva ,Rhagonycha fulva ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Rhagonycha,lignosa ,Rhagonycha lignosa ,gonochorous,,14,,7,mono
Coleoptera,Cantharidae,Rhagonycha,limbata ,Rhagonycha limbata ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Rhagonycha,lutea ,Rhagonycha lutea ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Rhagonycha,testacea ,Rhagonycha testacea ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Silis,ruficollis ,Silis ruficollis ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Telephorus,nobilitatus ,Telephorus nobilitatus ,gonochorous,XO,14,13,7,mono
Coleoptera,Cantharidae,Tylocerus,barberi ,Tylocerus barberi ,gonochorous,XO,14,13,7,mono
Coleoptera,Carabidae,Abacetus,salzamanni,Abacetus salzamanni,gonochorous,XO,42,41,21,mono
Coleoptera,Carabidae,Abax,ater,Abax ater,gonochorous,,,35,18,mono
Coleoptera,Carabidae,Abax,ovalis,Abax ovalis,gonochorous,,,35,18,mono
Coleoptera,Carabidae,Abax,parallelepipedus,Abax parallelepipedus,gonochorous,XO,36,35,18,mono
Coleoptera,Carabidae,Abax,parallelus,Abax parallelus,gonochorous,XO,36,35,18,mono
Coleoptera,Carabidae,Acinopus,giganteus,Acinopus giganteus,,,,37,19,mono
Coleoptera,Carabidae,Acinopus,gutturosus,Acinopus gutturosus,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Acinopus,picipes,Acinopus picipes,gonochorous,,,37,19,mono
Coleoptera,Carabidae,Acupalpus,elegans ,Acupalpus elegans ,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Agonini,sp. 1    ,Agonini sp. 1    ,gonochorous,,,30,15,mono
Coleoptera,Carabidae,Agonini,sp. 2    ,Agonini sp. 2    ,gonochorous,,,36,18,mono
Coleoptera,Carabidae,Agonum,ericeti,Agonum ericeti,gonochorous,XY,34,34,17,mono
Coleoptera,Carabidae,Agonum,moestum,Agonum moestum,gonochorous,XY,34,34,17,mono
Coleoptera,Carabidae,Agonum,moestum longipenne    ,Agonum moestum longipenne    ,gonochorous,XY,34,34,17,mono
Coleoptera,Carabidae,Agonum,nigrum,Agonum nigrum,gonochorous,XY,34,34,17,mono
Coleoptera,Carabidae,Agonum,bogemanni,Agonum bogemanni,gonochorous,XY,36,36,18,mono
Coleoptera,Carabidae,Agonum,cupripenne,Agonum cupripenne,gonochorous,XY,36,36,18,mono
Coleoptera,Carabidae,Agonum,munsteri,Agonum munsteri,gonochorous,XY,36,36,18,mono
Coleoptera,Carabidae,Agonum,thoreyi,Agonum thoreyi,gonochorous,XO,36,35,18,mono
Coleoptera,Carabidae,Agonum,thoreyi melanocephalus    ,Agonum thoreyi melanocephalus    ,gonochorous,XO,36,35,18,mono
Coleoptera,Carabidae,Agonum,errans,Agonum errans,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Agonum,extensicolle,Agonum extensicolle,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Agonum,fuliginosum,Agonum fuliginosum,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Agonum,marginatum,Agonum marginatum,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Agonum,muelleri,Agonum muelleri,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Agonum,retractum,Agonum retractum,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Agonum,sexpunctatum,Agonum sexpunctatum,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Agonum,sp. 2    ,Agonum sp. 2    ,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Agonum,viridicupreum,Agonum viridicupreum,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Agonum,dolens,Agonum dolens,gonochorous,XO,40,39,20,mono
Coleoptera,Carabidae,Agonum,livens,Agonum livens,gonochorous,XO,44,43,22,mono
Coleoptera,Carabidae,Amara,simplex,Amara simplex,,,20,,10,mono
Coleoptera,Carabidae,Amara,nila,Amara nila,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Amara,rufescens,Amara rufescens,,,24,,12,mono
Coleoptera,Carabidae,Amara,rotundicollis,Amara rotundicollis,,,26,,13,mono
Coleoptera,Carabidae,Amara,equestris,Amara equestris,,,30,,15,mono
Coleoptera,Carabidae,Amara,laevipennis,Amara laevipennis,gonochorous,XY,32,32,16,mono
Coleoptera,Carabidae,Amara,similata,Amara similata,gonochorous,XY,32,32,16,mono
Coleoptera,Carabidae,Amara,apricaria,Amara apricaria,gonochorous,XO,34,33,17,mono
Coleoptera,Carabidae,Amara,familiaris,Amara familiaris,gonochorous,XY,34,34,17,mono
Coleoptera,Carabidae,Amara,familiaris,Amara familiaris,gonochorous,XO,34,33,17,mono
Coleoptera,Carabidae,Amara,fervida,Amara fervida,gonochorous,XO,34,33,17,mono
Coleoptera,Carabidae,Amara,plebeja,Amara plebeja,gonochorous,XY,34,34,17,mono
Coleoptera,Carabidae,Amara,aenea,Amara aenea,gonochorous,XO,36,35,18,mono
Coleoptera,Carabidae,Amara,fulva,Amara fulva,gonochorous,XO,36,35,18,mono
Coleoptera,Carabidae,Amara,batesi,Amara batesi,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Amara,communis,Amara communis,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Amara,ingenua,Amara ingenua,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Amara,moerens,Amara moerens,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Amara,montivaga,Amara montivaga,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Amara,giganteus,Amara giganteus,gonochorous,XO,42,41,21,mono
Coleoptera,Carabidae,Amblycheila,baroni,Amblycheila baroni,gonochorous,XY,44,44,22,mono
Coleoptera,Carabidae,Amblystomus,bivittatus,Amblystomus bivittatus,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Amblystomus,quadriguttatus,Amblystomus quadriguttatus,gonochorous,,28,,14,mono
Coleoptera,Carabidae,Amblytelus,curtus,Amblytelus curtus,gonochorous,XY,30,30,15,mono
Coleoptera,Carabidae,Amphasia,sericea,Amphasia sericea,gonochorous,XO,30,29,15,mono
Coleoptera,Carabidae,Anchomenus,dorsalis,Anchomenus dorsalis,gonochorous,XY,44,44,22,mono
Coleoptera,Carabidae,Angoleus,crenatus,Angoleus crenatus,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Angoleus,nitidus,Angoleus nitidus,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Angoleus,crenatus,Angoleus crenatus,gonochorous,XO,40,39,20,mono
Coleoptera,Carabidae,Anisodactylus,binotatus,Anisodactylus binotatus,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Anisodactylus,hispanus,Anisodactylus hispanus,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Anisodactylus,signatus,Anisodactylus signatus,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Anisodactylus,virens,Anisodactylus virens,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Anomoglossus,emarginatus,Anomoglossus emarginatus,gonochorous,XO,38,37,19,mono
Coleoptera,Carabidae,Anthia,sexguttata,Anthia sexguttata,gonochorous,XO,36,35,18,mono
Coleoptera,Carabidae,Apenes,marginalis,Apenes marginalis,gonochorous,,,36,18,mono
Coleoptera,Carabidae,Aptinus,displosor,Aptinus displosor,gonochorous,,,32,16,mono
Coleoptera,Carabidae,Arthropterus,sp. 1    ,Arthropterus sp. 1    ,gonochorous,,46,46,23,mono
Coleoptera,Carabidae,Asaphidion,caraboides,Asaphidion caraboides,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Asaphidion,curtum,Asaphidion curtum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Asaphidion,cyanicorne,Asaphidion cyanicorne,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Asaphidion,rossii,Asaphidion rossii,,,,24,12,mono
Coleoptera,Carabidae,Baudia,anomala,Baudia anomala,gonochorous,XO,46,45,23,mono
Coleoptera,Carabidae,Bembidion,constricticolle ,Bembidion constricticolle ,gonochorous,,,22,11,mono
Coleoptera,Carabidae,Bembidion,cordatum,Bembidion cordatum,gonochorous,,,22,11,mono
Coleoptera,Carabidae,Bembidion,diligens,Bembidion diligens,gonochorous,,,22,11,mono
Coleoptera,Carabidae,Bembidion,hesperium,Bembidion hesperium,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Bembidion,inaequale inaequale    ,Bembidion inaequale inaequale    ,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Bembidion,inaequale opaciceps    ,Bembidion inaequale opaciceps    ,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Bembidion,levettei carrianum    ,Bembidion levettei carrianum    ,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Bembidion,levettei levettei    ,Bembidion levettei levettei    ,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Bembidion,lorquini,Bembidion lorquini,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Bembidion,nebraskense,Bembidion nebraskense,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Bembidion,quadrimaculatum dubitans ,Bembidion quadrimaculatum dubitans ,gonochorous,,,22,11,mono
Coleoptera,Carabidae,Bembidion,satelles,Bembidion satelles,gonochorous,,,22,11,mono
Coleoptera,Carabidae,Bembidion,simplex ,Bembidion simplex ,gonochorous,,,22,11,mono
Coleoptera,Carabidae,Bembidion,sp nr impotens   ,Bembidion sp nr impotens   ,gonochorous,,,22,11,mono
Coleoptera,Carabidae,Bembidion,tricolor,Bembidion tricolor,gonochorous,,,22,11,mono
Coleoptera,Carabidae,Bembidion,zephyrum,Bembidion zephyrum,gonochorous,XY,22,22,11,mono
Coleoptera,Carabidae,Bembidion,aeneicolle,Bembidion aeneicolle,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,aenulum,Bembidion aenulum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,alaskense,Bembidion alaskense,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,ambiguum,Bembidion ambiguum,gonochorous,,24,24,12,mono
Coleoptera,Carabidae,Bembidion,americanum,Bembidion americanum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,anchonoderum ,Bembidion anchonoderum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,andreae andreae    ,Bembidion andreae andreae    ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,andreae bualei    ,Bembidion andreae bualei    ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,antiquum ,Bembidion antiquum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,aratum,Bembidion aratum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,arenobilis ,Bembidion arenobilis ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,arizonae,Bembidion arizonae,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,articulatum ,Bembidion articulatum ,gonochorous,,24,,12,mono
Coleoptera,Carabidae,Bembidion,ascendens,Bembidion ascendens,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,assimile,Bembidion assimile,gonochorous,,,24,12,mono
Coleoptera,Carabidae,Bembidion,atrocoeruleum,Bembidion atrocoeruleum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,balli,Bembidion balli,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,basicorne ,Bembidion basicorne ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,bellorum ,Bembidion bellorum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,bifossulatum,Bembidion bifossulatum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,biguttatum,Bembidion biguttatum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,bimaculatum,Bembidion bimaculatum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,bipunctatum ,Bembidion bipunctatum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,bowditchi,Bembidion bowditchi,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,brachythorax ,Bembidion brachythorax ,gonochorous,XO,24,23,12,mono
Coleoptera,Carabidae,Bembidion,brevistriatum,Bembidion brevistriatum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,californicum,Bembidion californicum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,callosum,Bembidion callosum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,carinula,Bembidion carinula,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,carolinense ,Bembidion carolinense ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,carpetanum ,Bembidion carpetanum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,castor,Bembidion castor,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,castum,Bembidion castum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,cf anguliferum ,Bembidion cf anguliferum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,cf. immaturum    ,Bembidion cf. immaturum    ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,coeruleum,Bembidion coeruleum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,coloradense,Bembidion coloradense,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,complanulum ,Bembidion complanulum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,compressum ,Bembidion compressum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,concolor,Bembidion concolor,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,concretum ,Bembidion concretum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,confusum,Bembidion confusum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,connivens ,Bembidion connivens ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,consanguineum,Bembidion consanguineum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,contraetum-group contractum ,Bembidion contraetum-group contractum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,contraetum-group viridicolle ,Bembidion contraetum-group viridicolle ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,convexulum ,Bembidion convexulum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,coxendix,Bembidion coxendix,gonochorous,XO,24,23,12,mono
Coleoptera,Carabidae,Bembidion,coxendix,Bembidion coxendix,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,dauricum,Bembidion dauricum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,decorum,Bembidion decorum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,doris ,Bembidion doris ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,dorsale,Bembidion dorsale,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,dudichi,Bembidion dudichi,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,ephippium,Bembidion ephippium,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,fasciolatum egregium    ,Bembidion fasciolatum egregium    ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,flebile ,Bembidion flebile ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,fortestriatum ,Bembidion fortestriatum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,fortunatum,Bembidion fortunatum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,foveum,Bembidion foveum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,foveum,Bembidion foveum,,,,24,12,mono
Coleoptera,Carabidae,Bembidion,frontale ,Bembidion frontale ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,fumigatum,Bembidion fumigatum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,gebleri turbatum ,Bembidion gebleri turbatum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,genei,Bembidion genei,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,geniculatum,Bembidion geniculatum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,gordoni ,Bembidion gordoni ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,graciliforme,Bembidion graciliforme,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,grapei,Bembidion grapei,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,graphicum-Nr 1'    ,Bembidion graphicum-Nr 1'    ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,graphicum-Nr 2'    ,Bembidion graphicum-Nr 2'    ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,gratiosum ,Bembidion gratiosum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,grisvardi,Bembidion grisvardi,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,guadarramense,Bembidion guadarramense,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,guttula,Bembidion guttula,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,haruspex ,Bembidion haruspex ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,hasti,Bembidion hasti,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,hasti,Bembidion hasti,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,hasurada,Bembidion hasurada,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,hispanicum,Bembidion hispanicum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,honestum ,Bembidion honestum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,humboldtense,Bembidion humboldtense,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,hyperboraeorum ,Bembidion hyperboraeorum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,hypocrita,Bembidion hypocrita,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,ibericum,Bembidion ibericum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,impotens,Bembidion impotens,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,incrematum,Bembidion incrematum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,indistinctum,Bembidion indistinctum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,insulatum,Bembidion insulatum,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,integrum ,Bembidion integrum ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,intermedium,Bembidion intermedium,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,interventor,Bembidion interventor,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,iricolor,Bembidion iricolor,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,iridescens ,Bembidion iridescens ,gonochorous,XY,24,24,12,mono
Coleoptera,Carabidae,Bembidion,ksteri paulinoi    ,Bembidion ksteri paulinoi    ,gonochorous,XY,24,24,12,mono
