"Family","Subfamily","Tribe","Species","Haploid Number","Sex Chromosome System"
"Syrphidae","Eristalinae","Rhingiini","Cheilosia tristis",4,"XY"
"Syrphidae","Eristalinae","Rhingiini","Cheilosia tristis",5,"XY"
"Syrphidae","Eristalinae","Rhingiini","Cheilosia variabilis",6,"XY"
"Syrphidae","Eristalinae","Rhingiini","Cheilosia vernalis",5,"XY"
"Syrphidae","Eristalinae","Rhingiini","Cheilosia vulpina",6,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster hirtella",6,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster metallina",6,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster nigrovittata",6,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster nitida",5,"not reported"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster nobilis",5,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster parva",5,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster poecilophthalma",4,"not reported"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster pulchella",4,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster solstitialis",6,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster splendens",6,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster splendida",6,"XY"
"Syrphidae","","","Chrysogaster splendita",6,"XY"
"Syrphidae","Eristalinae","Brachyopini","Chrysogaster viduata",6,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum arcuatum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum bicinctum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum cautum",5,"not reported"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum continuum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum derivatum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum elegans",5,"not reported"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum fascilatum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum festivum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum intermedium",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum latifasciatum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum latilimbatum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum lessonae",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum octomaculatum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum parmense",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum testaceum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum ventricosum",5,"XY"
"Syrphidae","Syrphinae","Chrysotoxini","Chrysotoxum verralli",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Citrogramma circumdatum",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Citrogramma sp.B",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Citrogramma sp.C",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Citrogramma sp.D",4,"XY"
"Syrphidae","","","Cnemodon latitarsis",4,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum belinda",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum dispar",7,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum limbipenne",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum marginatum",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum mexicanum",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum omochroma",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum scutellatum",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum sp.1",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum sp.12",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum sp.13",5,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum sp.14",5,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum sp.15",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Copestylum tamaulipanum",6,"XY"
"Syrphidae","Eristalinae","Milesiini","Criorhina asilica",6,"XY"
"Syrphidae","Eristalinae","Milesiini","Criorhina berberina",4,"XY"
"Syrphidae","Eristalinae","Milesiini","Criorhina caudata",6,"XY"
"Syrphidae","Eristalinae","Milesiini","Criorhina coquilletti",6,"XY"
"Syrphidae","Eristalinae","Milesiini","Criorhina luna",6,"XY"
"Syrphidae","Eristalinae","Milesiini","Criorhina pachymera",4,"XY"
"Syrphidae","Eristalinae","Milesiini","Criorhina tricolor",6,"XY"
"Syrphidae","Eristalinae","Rhingiini","Cynorhinella bella",6,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus albostriatus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus amalopis",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus arcuatus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus lunulatus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus sp. Amalopis grp",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus sp.A",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus sp.A1",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus sp.B1",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus sp.C1",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus sp.venustusgrp",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus tricinctus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dasysyrphus venustus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Didea alneti",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Didea fasciata",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Didea fuscipes",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Didea intermedia",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Didea laxa",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Dideoides latus",4,"not reported"
"Syrphidae","Eristalinae","Eristalini","Dissoptera sp.",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Doros aequalis",5,"not reported"
"Syrphidae","Syrphinae","Syrphini","Doros conopseus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Epistrophe eligans",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Epistrophe emarginata",5,"not reported"
"Syrphidae","Syrphinae","Syrphini","Epistrophe grossulariae",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Epistrophe melanostomoides",5,"not reported"
"Syrphidae","Syrphinae","Syrphini","Epistrophe metcalfi",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Epistrophe nitidicollis",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus arcifer",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus balteatus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus circularis",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus nectarinus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus sp.BA",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus sp.CA",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus sp.DP",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus sp.ET",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus sp.FJ",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Episyrphus trisectus",5,"not reported"
"Syrphidae","Eristalinae","Eristalini","Eristalinus abusiva",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus aeneus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus anthophorina",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus arbustorum",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus arvorum",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus barda",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus bastardii",6,"not reported"
"Syrphidae","Eristalinae","Eristalini","Eristalinus bellardii",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus cerealis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus cressoni",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus dimidiata",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus gymnops",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus hirta",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus horticola",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus intricaria",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus intricarius",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus jugorum",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus laetus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus lineifacies",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus lugens",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus madagascariensis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus nemorum",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus obscura",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus paria",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus pertinax",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus pexalis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus pratorum",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus punctulatus",6,"not reported"
"Syrphidae","Eristalinae","Eristalini","Eristalinus quinquelineatus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus rupium",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus saxorum",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus sepulchralis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus sp.3",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus sp.4",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus sp.5",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus supulcralis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus taeniops",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus tarsalis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus tenax",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Eristalinus transversa",7,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus amoenus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus argyropus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus aurifrons",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus figurans",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus n.sp.",6,"not reported"
"Syrphidae","Eristalinae","Eumerini","Eumerus nigrostriatus",6,"not reported"
"Syrphidae","Eristalinae","Eumerini","Eumerus obliquus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus okinawaensis",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus olivaceus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus pusillus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus sp.",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus sp.19",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus strigatus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus tuberculatus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Eumerus uncipes",6,"not reported"
"Syrphidae","Syrphinae","Syrphini","Eupeodes volucris",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Exallandra cinctifacies",4,"XY"
"Syrphidae","Eristalinae","Rhingiini","Ferdinandea croesus",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Habromyia lipoflava",5,"not reported"
"Syrphidae","Eristalinae","Milesiini","Hadromyia aldrichi",5,"XY"
"Syrphidae","Eristalinae","Milesiini","Hadromyia grandis",5,"XY"
"Syrphidae","Eristalinae","Milesiini","Hadromyia pulchra",4,"XY"
"Syrphidae","Eristalinae","Eristalini","Helophilus antipodus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Helophilus fasciatus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Helophilus hochstetteri",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Helophilus hybridus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Helophilus intentus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Helophilus latrifrons",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Helophilus obscurus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Helophilus pendulus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Helophilus trivittatus",6,"XY"
"Syrphidae","Eristalinae","Rhingiini","Hiatomyia plutonia",5,"XY"
"Syrphidae","Eristalinae","Rhingiini","Hiatomyia plutonia",6,"XY"
"Syrphidae","Eristalinae","Rhingiini","Hiatomyia sp.A",6,"XY"
"Syrphidae","Eristalinae","Rhingiini","Hiatomyia sp.B",6,"XY"
"Syrphidae","Syrphinae","Syrphini","Ischiodon aegyptium",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Ischiodon aegyptius",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Ischiodon scutellaris",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Ischyrosyrphus glaucius",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Ischyrosyrphus laternarius",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Ischyrosyrphus velutinus",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Lejops arquatus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Lejops hamatus",5,"not reported"
"Syrphidae","Eristalinae","Eristalini","Lejops lineatus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Lejops lunulatus",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Lejops mexicanus",6,"XY"
"Syrphidae","","","Lejops obsoletus",7,"XY"
"Syrphidae","Eristalinae","Eristalini","Lejops relictus",5,"XY"
"Syrphidae","","","Lejops rex",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Lejops sp.1",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Lejops stipatus",6,"XY"
"Syrphidae","","","Lejops transfugus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Lejops transfugus",5,"XY"
"Syrphidae","","","Lejops versicolor",6,"XY"
"Syrphidae","","","Lejota cyanea",6,"XY"
"Syrphidae","","","Lejota cyanea",6,"XY"
"Syrphidae","Syrphinae","Syrphini","Leucozona lucorum",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Mallota bautias",4,"not reported"
"Syrphidae","Eristalinae","Eristalini","Mallota cimbiciformis",6,"not reported"
"Syrphidae","Eristalinae","Eristalini","Mallota margarita",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Mallota posticata",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Mallota sp.",4,"not reported"
"Syrphidae","Eristalinae","Eristalini","Mallota takasagoensis",6,"XY"
"Syrphidae","Syrphinae","Syrphini","Megasyrphus annulipes",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Megasyrphus laxus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna cincta",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna compositarum",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna garretti",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna guttata",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna labiatarum",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna lasiophthalma",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna mentalis",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna novaezelandiae",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna pullula",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna s.DA",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna sp.1",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna sp.3",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna sp.A",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna sp.AA",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna sp.BA",4,"not reported"
"Syrphidae","Syrphinae","Syrphini","Melangyna sp.C",4,"not reported"
"Syrphidae","Syrphinae","Syrphini","Melangyna sp.CA",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna tenuis",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Melangyna umbellatarum",5,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma angustatum",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma annulipes",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma apicale",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma bituberculatum",5,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma diffusum",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma dubium",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma fasciatum",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma gymnocera",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma infuscatum",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma melanderi",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma mellinum",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma montivagum",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma pictipes",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma scalare",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma sp.10",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma sp.3",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma sp.7",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma sp.A",4,"XY"
"Syrphidae","Syrphinae","Melanostomini","Melanostoma univittatum",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Meliscaeva auricollis",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Meliscaeva cinctella",5,"XY"
"Syrphidae","","","Meliscaeva sp",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Meliscaeva sp.A",5,"XY"
"Syrphidae","Eristalinae","Eumerini","Merodon aeneus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Merodon avidus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Merodon clavipes",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Merodon equestris",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Merodon funestus",6,"XY"
"Syrphidae","Eristalinae","Eumerini","Merodon pruni",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Mesembrius bengalensis",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Mesembrius cteniferus",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Mesembrius formosanus",5,"not reported"
"Syrphidae","Eristalinae","Eristalini","Mesembrius madagascariensis",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Mesembrius niveiceps",5,"not reported"
"Syrphidae","Eristalinae","Eristalini","Mesembrius peregrinus",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Mesembrius platytarsus",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Mesembrius simplicipes",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus aberrantis",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus americanus",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus astutus",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus braueri",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus canadensis",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus corollae",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus curtus",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus depressus",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus lapponicus",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus latifasciatus",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus lundbecki",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus luniger",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus n.sp.1",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus n.sp.2",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus perplexus",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus snowi",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus sp.A",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus sp.B",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus sp.C",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Metasyrphus wiedemanni",4,"XY"
"Syrphidae","Microdontinae","Microdontini","Microdon brachycerus",7,"not reported"
"Syrphidae","Microdontinae","Microdontini","Microdon fulgens",7,"XY"
"Syrphidae","Microdontinae","Microdontini","Microdon piperi",7,"not reported"
"Syrphidae","Microdontinae","Microdontini","Microdon violaceus",7,"XY"
"Syrphidae","Eristalinae","Milesiini","Milesia undulata",6,"XY"
"Syrphidae","Eristalinae","Milesiini","Milesia virginiensis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Myathropa florea",5,"XY"
"Syrphidae","Eristalinae","Brachyopini","Myolepta luctuosa",5,"XY"
"Syrphidae","Eristalinae","Brachyopini","Myolepta luteola",5,"XY"
"Syrphidae","Eristalinae","Brachyopini","Myolepta pretiosa",5,"XY"
"Syrphidae","Eristalinae","Brachyopini","Myolepta ruficornis",5,"not reported"
"Syrphidae","Eristalinae","Brachyopini","Myolepta strigilata",5,"XY"
"Syrphidae","Eristalinae","Eumerini","Nausigaster punctulata",4,"not reported"
"Syrphidae","Eristalinae","Brachyopini","Neoascia dispar",4,"XY"
"Syrphidae","Eristalinae","Brachyopini","Neoascia floralis",4,"XY"
"Syrphidae","Eristalinae","Brachyopini","Neoascia geniculata",4,"XY"
"Syrphidae","Eristalinae","Brachyopini","Neoascia globosa",4,"XY"
"Syrphidae","Eristalinae","Brachyopini","Neoascia metallica",4,"not reported"
"Syrphidae","Eristalinae","Brachyopini","Neoascia podagrica",4,"not reported"
"Syrphidae","Eristalinae","Brachyopini","Neoascia sp.",4,"not reported"
"Syrphidae","Eristalinae","Brachyopini","Neoascia sphaerophoria",4,"XY"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon calcaratus",4,"XY"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon latitarsus",4,"XY"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon rita",4,"XY"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.1",4,"XY"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.4",4,"XY"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.A",4,"XY"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.B",4,"XY"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.C",4,"XY"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon vitripennis",4,"XY"
"Syrphidae","Eristalinae","Eristalini","NewGenus1 sinuata",6,"XY"
"Syrphidae","Eristalinae","Eristalini","NewGenus1 sp.1",6,"not reported"
"Syrphidae","Eristalinae","Eristalini","NewGenus1 sp.5",6,"XY"
"Syrphidae","Eristalinae","Volucellini","Ornidia obesa",6,"XY"
"Syrphidae","Syrphinae","Syrphini","Orphnabaccha coerulea",4,"XY"
"Syrphidae","Syrphinae","Syrphini","Orphnabaccha decipiens",4,"XY"
"Syrphidae","","","Orphnabaccha sp.",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Orphnabaccha sp.2",5,"XY"
"Syrphidae","Syrphinae","Syrphini","Orphnabaccha sp.5",4,"XY"
"Syrphidae","Eristalinae","Eristalini","Orthoprosopa grisea",6,"not reported"
"Syrphidae","Eristalinae","Eristalini","Palpada agrorum",4,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada albifrons",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada conica",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada distinguenda",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada elegans",4,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada fasciata",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada furcata",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada lateralis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada meigenii",5,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada melanaspis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada obsoleta",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada pusilla",5,"not reported"
"Syrphidae","Eristalinae","Eristalini","Palpada rufiventris",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada sp.12",4,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada sp.16",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada sp.17",5,"not reported"
"Syrphidae","Eristalinae","Eristalini","Palpada testaceicornis",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada urotaenia",6,"XY"
"Syrphidae","Eristalinae","Eristalini","Palpada vinetorum",6,"XY"
"Syrphidae","","","Paragopsis strigalus",6,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus albifrons",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus azureus",4,"not reported"
"Syrphidae","Syrphinae","Paragini","Paragus bicolor",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus borbonicus",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus crenulatus",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus longiventris",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus minutus",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus naso",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus politus",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus quadrifasciatus",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.10",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.11",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.2",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.4",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.5",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.6",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.7",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.8",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.9",4,"XY"
"Syrphidae","Syrphinae","Paragini","Paragus sp.A",4,"XY"
